Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Q7,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q10,Q11,Q12,Q13,Q14,Q15_1,Q16,Q17,Q18,Q19
789,1,5/1/14 20:23,R_6htlAYXDa0E2AtL,,,,,,,2,"I think that Syria's use of chemical weapons is unjust, but as far as the US is concerned I think as long as its not a threat to the United States, that we should leave it alone, because it seems like when we concern ourself with other countries, there ends up being some type of terrorist attack.",8.14,237.983,242.723,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,1,6,4,3,1,6,6,6,6,3,3,3,4,1,19,6,1,Rastafari,1,Pre-Physical Therapy,6,6,2
547,1,5/1/14 20:24,R_d6dbEeqsPkwZOW9,,,,,,,2,"I have a lot of faith in the military of our country. If Syria, or any country for that matter, decided to wage war with the United States and/or threatened the use of chemical weapons on our nation, the army would put a stop to it before it would ever become an issue. Although the world looks down on the United States, it is still one of the worlds greatest superpowers. If a country decided to make a move, they would be put out immediately by the army. Hypothetically, if they made it through them, they would still have the Navy, the Air Force, and the Marine Corps to go through. So when I heard about Syria constructing weapons, it honestly did not concern me at all. However, the media made it seem like WWIII was about to happen. Which is just silly. Honestly that is usually what the case is. Whats happening in the news isn't as big a deal as they make it out to be. ",10.621,10.621,288.87,1,7,4,2,4,3,4,5,4,4,3,4,2,5,4,4,1,5,6,3,4,5,6,4,3,2,4,2,4,4,4,2,2,20,1,1,None,8,Business and Hospitality,5,7,1
668,1,5/1/14 21:06,R_d7osb2OjT6MHwTX,,,,,,,2,"I believe that Syria's government was wrong for using chemical weapons and should not do this in the future. With that being said, as a world power, the United States would be expected to take action. I believe that the USA should send some type of warning for this incident. The Syria war is none of our business and we don't have any right to step into their countries problems. If there government ever uses chemical warfare on an outside country then the USA has the right to step in, but other than that our government should mind our own business. ",5.015,5.015,257.957,1,5,4,4,4,5,4,6,4,4,4,4,4,4,5,4,4,5,5,4,4,3,4,3,4,4,5,3,3,4,3,2,1,19,1,1,Christian,2,Business,4,7,2
1308,1,5/1/14 21:40,R_b9jCIEeTvuyWusB,,,,,,,2,"I remember reading about Syria using chemical weapon's on NPR's website, and I think that while direct U.S. involvement wouldn't be a wise decision, action taken by NATO or the U.N. would be a better option. I do realize that the majority of decisions made by these entities is mostly the U.S. it looks better in the view of world politics. ",4.884,54.714,545.069,2,6,4,4,4,4,4,5,1,1,1,1,1,3,1,1,1,5,6,4,6,5,1,2,1,3,4,2,1,2,1,1,1,19,1,1,"I have no affiliation, Agnostic would be the most appropriate term though.",8,Journalism ,7,10,1
5986,1,5/1/14 22:19,R_bKndzu59bJzz3Tv,,,,,,,2,,11.41,53.129,5632.122,3,5,6,6,6,4,4,5,4,5,4,6,5,5,5,5,6,4,6,6,5,5,3,5,6,2,6,5,6,4,5,4,2,19,3,1,Christian,10,nursing,2,1,1
506,1,5/1/14 22:33,R_0juoMgtEOZNJlyt,,,,,,,2,i did not agree,5.079,5.079,13.954,1,4,2,2,2,3,3,3,2,2,3,3,3,2,2,2,2,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,2,19,1,1,catholic,4,education,6,5,1
302,1,5/1/14 23:00,R_eb8nRC4alPEatzT,,,,,,,2,"I thought that the things that happened in Syria were awful events that should definitely not go unpunished. The face that thousands of completely innocent people, including children, got tortured with chemical attacks is terrible. I think that the United States' reaction was appropriate but I do agree with Carter's input on waiting for The United Nations to further investigate this terrorist attack. I also think that the U.S. should wait and maybe get the aid of another country or maybe even several other countries. ",6.917,6.917,159.339,1,7,3,3,3,4,4,1,3,5,3,3,2,4,3,4,4,6,5,5,6,3,3,3,2,3,4,4,3,3,2,1,1,19,1,1,Catholic,4,Marketing,3,7,2
710,1,5/1/14 23:02,R_eeyKvmS4oo9wPEF,,,,,,,2,"Chemical weapons, as we have found throughout history, are some of the most gruesome and inhumane forms of warfare imaginable.  The impact it has to those it has effected is horrifying.  That being said, the rest of the world cannot allow a leader to do that to his own people.  These people are prisoners in an concentration camp that is their entire country.  People say ""its not our business"" and i fully agree.  However, when there are helpless people being poisoned by their own government and no other world power has done anything to stop it, it sometimes becomes our job to stand up and do whats right.  I am no expert in this field and i have no idea what America should do, however i do feel as though we must do something.",1.853,183.737,267.964,5,8,5,4,6,5,6,6,4,4,4,5,3,4,5,6,3,5,6,1,6,6,3,3,4,2,4,3,4,3,2,1,1,19,1,1,none,7,marketing,6,7,1
176736,1,5/1/14 23:05,R_290Pcquj9ikQjQN,,,,,,,2,"As the world's leading super-power, I do believe the United States has some responsibility to intervene in the face of atrocities of a government against man-kind. I do not think our government has a responsibility to do it alone and to be the entity who solely funds such an intervention- especially when the American economy is in the grave state that it is. I personally believe the best course of action in light of Syria's use of chemical weapons would be to bring the matter to the attention of the United Nations and act with the support of other nations. It would seem that the Assad regime is corrupt and should be brought down but that right and responsibility belongs under ordinary circumstances to the people of Syria. It is their government. In light of the use of chemical weapons against innocent civilians, some action is needed by the United States and the world. To sit by and do nothing would be paramount to condoning the actions of the regime. ",180.712,702.846,738.442,9,8,6,6,6,5,5,6,5,4,4,4,4,5,5,5,5,6,5,4,4,5,3,6,5,3,4,3,5,6,4,6,2,21,5,4,Christian,2,Education,9,8,1
218,1,5/2/14 1:30,R_a8IFDyGuMRq130N,,,,,,,2,I have not really looked up anything on syria's use of chemical weapons. I really have no clue on the subject material. ,1.476,11.422,114.521,2,5,3,4,4,3,4,5,5,3,4,4,3,5,5,4,4,3,2,3,3,4,4,4,5,4,5,3,3,4,5,4,1,20,1,2,Christian ,2,Undecided,3,3,1
321,1,5/2/14 4:49,R_3Vrdtwhx93rBfcF,,,,,,,2,I think that Syria should not be allowed to either hold or use chemical weapons for fear of a nuclear war outbreak throughout the globe. I believe that the United states had the correct reaction of not wanting them to use chemical weapons.,5.236,5.236,121.028,1,7,5,4,5,5,4,5,6,4,5,5,6,5,5,5,4,5,4,5,6,5,6,6,6,4,5,6,4,3,6,4,1,19,1,1,Luthern,5,undecided,6,5,1
629,1,5/2/14 10:18,R_9H8bNnKO3HW6zAx,,,,,,,2,"As with most things we get involved with as a country, this is yet another example of something I disagree with. The United States is the strongest military force in the world, and any leader in their right mind would do their part to make sure that they abide by sanctions laid down by both the UN and USA. I don't think arming rebels is an appropriate reaction to Syrian civilians being gassed. If the President/King/Dictator choses to violate his own civilians in that matter, then we should take a more direct action, like Bombing his palace/residence, and helping the population chose a new leader. Arming rebels is an expensive and inefficient way to solve problems, since rebels are really just armed civilians. By giving them more weapons, you are telling them to go fight, causing even more deaths. Just use some of that excessive military power we have, and squash the little bug quick.",1.127,307.123,307.485,2,9,4,4,6,6,6,6,6,3,2,1,3,6,6,6,1,4,4,1,6,4,3,1,1,3,1,5,6,2,6,1,1,23,1,5,none,5,Biomedical Science,2,1,1
886,1,5/2/14 11:30,R_89e5uRGUggEX36d,,,,,,,2,It is horrible to think that some one in power would take advantage of their powers to harm their own people. it is sickening. I agree that the United States and our Allies should try to put a stop to this but what will that mean for all of our citizens? will this war move onto American soil? All of these are things to think about before we advance into another war. The US is in major debt and another war will only sink us deeper into that hole. On the other hand we cannot just sit by and let the Syrian government do this to their people. Innocent people should not be dying at the hands of their own government. If we do let this continue on Syria could think that they have the power to do whatever they want and they could start using their weapons elsewhere. I am very thankful to not be the president right now because this is a very hard decision. ,4.587,273.97,277.317,15,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,4,5,5,4,5,4,4,3,5,3,2,20,1,2,Catholic ,9,Hospitality and Restaurant Administrations ,2,2,2
821,1,5/2/14 11:57,R_1HAap6FYvIX4Wah,,,,,,,2,"I agree more with Bush's opinion of Syria's use of chemical weapons rather than Obama's.  I feel like Syria does not use their chemical weapons for any good.  Killing innocent men, women, and children should not be tolerated. ",3.814,6.927,87.903,6,5,6,4,5,5,5,5,5,5,6,6,4,5,4,4,6,5,6,3,6,5,5,6,6,4,5,4,6,5,5,5,2,20,1,2,Christian ,2,athletic training ,3,2,1
568,1,5/2/14 12:05,R_8IYluwjRWjADeT3,,,,,,,2,"Any use of chemical weapons by any country on any country threatens any nation's national security. By one country using it, is is suddenly fair game to the next. I think the United States should avoid it at all cost. I back up Barack Obama's statement. There are too many innocent people that we would be killing. It's a devastating blow. And although it can get a country to do what we want it to, it can also tear apart relationships and make all countries see us as a threat. Even if our country experienced a devastation involving chemical weapons, I still believe it would be ignorant to retaliate. ",9.324,209.709,221.069,6,7,5,4,5,5,6,6,5,4,3,4,5,5,5,4,3,5,5,6,5,5,4,5,4,3,5,1,3,5,2,4,2,20,1,2,Non-Denominational,7,Journalism,6,8,1
639,1,5/2/14 12:17,R_bKlPTl6TGLgogzr,,,,,,,2,"Syrias use of chemical weapons was defiantly surprising and unnecessary, the damage that was caused by these weapons was astronomical. ",8.158,189.519,484.878,11,5,3,3,2,4,3,4,5,3,3,4,4,3,4,2,1,1,2,1,4,3,2,2,3,2,3,3,4,3,2,3,1,19,1,2,none,3,CIS,3,4,2
374,1,5/2/14 12:50,R_b1M9stCisXtsaPz,,,,,,,2,It is horrible that those people died and in such an terrible way. I think that chemical warfare is terrible.,4.729,80.535,84.298,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,20,1,2,"Wiccan, to piss off my dad because he is a religious bigot",5,biology,5,5,2
130,1,5/2/14 12:55,R_5hljI81sE4o1LLv,,,,,,,2,,0,0,6.414,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,19,3,2,Catholic,5,interior Deisgn,1,1,2
928,1,5/2/14 13:18,R_daivZ2YSa7We1dX,,,,,,,2,"I think it was very wrong for Syria to use these chemical weapons, especially when it endangered the life of so many innocent people. When the article stated that 99% of the world thinks these are terrible to use, even in times of war. That was definitely not the right thing to do in that situation. Syria could have done many other things besides using chemical weapons. You could have just sent the troops in instead and found the rebels. I also think the United States could have handled it more sternly by taking action instead of just saying they're going to and not following through. If they could go in and find all of the weapons and take them away, that would easily solve the problem instead of making non backed threats",5.15,269.118,272.873,8,9,3,4,5,5,6,6,6,6,6,6,4,6,6,6,5,5,5,2,6,6,6,6,6,6,6,6,4,4,6,4,1,19,1,1,Christian,4,Construction Management,5,5,1
601,1,5/2/14 13:23,R_23KYRbOuRwLa5y5,,,,,,,2,"I personally agree with president Obama in that the use of chemical weapons by the Assad regime in Syria is reason to step in, but also understand that a single use of these weapons is not necessarily enough. If we really believe that he should be taken out of power then it should be done before he can cause more harm. ",15.567,15.567,228.769,1,6,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,3,5,4,4,2,5,5,4,4,4,4,4,5,4,1,21,1,3,methodist,3,recreation management,4,4,1
